«~¦W,°â»ù(IDR),­ì»ù(IDR),´«ºâ(USD),µû¤À,µû½×¼Æ,¾P°â¶q,®w¦s¶q,½æ®a¦WºÙ,½æ®aºô§},¥X³f¦a,²£«~Ãþ§O,«~µP,²£«~´y­z,²£«~ºô§},0.00709%
Mouse Wireless Genius NX-7000,105,,7.45 ,,,0,1,istanacomputer,https://id.xiapibuy.com/istanacomputer,"KAB. CIANJUR - CIANJUR, JAWA BARAT, ID",Mouse & Keyboards,Genius,"Mouse Wireless Genius NX-7000
Penting!!!
Barang yang sudah dibeli tidak dapat dikembalikan ( NO RETURN ) atau ditukar. jika barang yang bergaransi rusak bisa melakukan klaim garansi ( Barang selama masa garansi free jasa service & Spare part sesuai lama dan syarat garansi yang berlaku ). ongkos kirim pembelian & Klaim Garansi PP ditanggung pembeli
",https://id.xiapibuy.com//Mouse-Wireless-Genius-NX-7000-i.13698386.2114057880,
Star SellerGenius Mouse USB DX 120,55,,3.90 ,,,0,1,emalljakarta,https://id.xiapibuy.com/emalljakarta,"KOTA JAKARTA UTARA - PADEMANGAN, DKI JAKARTA, ID",Mouse & Keyboards,Genius,"Mouse keluaran Genius seri values ini dilengkapi dengan sensor optik standar beresolusi 1000 DPI. Desain yang sangat nyaman di genggaman tangan kanan maupun tangan kiri Anda. Dilengkapi Auto ""NetScroll"" dan Zooming yang memudahkan bernavigasi di web browser dan dokumen-dokumen Office.

- Color: Black | White| Blue | Red | Green
NB : Harap Request Warna Menghubungi kami terdahulu untuk warna yg ready, dan WAJIB menuliskan di keterangan ORDERAN, Jika tidak maka akan kami kirim RANDOM

DX-120
MICE, WIRELESS
A new identity with a smooth touch of metallic design for a visual experience.

- High performance and with precision of up to 1000 DPI
- Plug-n-play with USB port
- Works with Windows 10 & Mac

ADDITIONAL INFORMATION
- Resolution (DPI) 1000
- Number of buttons 3 (left, right, middle button with scroll)
- Cable length 1.5m 
- Weight 85g
- Dimensions: 10.5 x 3.7x 6 cm
- Dimensions (W x H x D) 60 x 105 x 37 mm (2.36 x 4.13 x 1.46 inches)
- Warranty One Year

packagecontent:
- DX 120 USB
- Quick guide",https://id.xiapibuy.com//Genius-Mouse-USB-DX-120-i.12031235.1321404440,
Star SellerMouse Genius USb NAvigator 335 - Disass jogja,75,,5.32 ,,,0,1,disasscompuhouse,https://id.xiapibuy.com/disasscompuhouse,"KOTA YOGYAKARTA - MERGANGSAN, DI YOGYAKARTA, ID",Mouse & Keyboards,Genius,"selamat datang di Disass Computer Jogja

carbon fiber

turbo

laser 1600dpi


MOHON PERHATIAN :

?“Mohon tanyakan stock barang pada Admin sebelum checkout
?“Fast Response pada Senin-Sabtu 09.00-17.00 WIB
?“Untuk barang dengan pilihan warna, motif atau jenis mohon hubungi admin terlebih dahulu sebelum CHECKOUT, Jika tidak barang kami kirim warna random
?“untuk yang ingin datang ke toko langsung Kami memiliki OFFLINE STORE yakni DISASS COMPUTER di Jl. Sisingamangaraja no.81 Yogyakarta
?“RESELLER WELCOME, DAPATKAN HARGA SPESIAL, SILAHKAN CHAT ADMIN UNTUK PENGAMBILAN BARANG DENGAN JUMLAH BESAR KARENA BARANG KAMI CEPAT SOLD OUT JADI KAMI HANYA INPUT 1-3 BARANG UNTUK STOCK SHOPEE, STOCK GUDANG MELIMPAH BOSS
??CHECKOUT = SETUJU dengan persyaratan kami, Terimakasih",https://id.xiapibuy.com//Mouse-Genius-USb-NAvigator-335-Disass-jogja-i.52874837.7633453251,
MOUSE USB GAMING GENIUS,200,,14.19 ,,,0,1,daniele_a,https://id.xiapibuy.com/daniele_a,"KOTA MALANG - KLOJEN, JAWA TIMUR, ID",Mouse & Keyboards,Genius,"-ERGOMIC DESIGN
-5000 DPI
-20 MILION CLICKS
-LED ILLUMINATION",https://id.xiapibuy.com//MOUSE-USB-GAMING-GENIUS-i.11255028.7904205041,
Gaming mouse genius m6 600,185,,13.12 ,,,0,1,canpusmedia,https://id.xiapibuy.com/canpusmedia,"KAB. PONOROGO - SIMAN, JAWA TIMUR, ID",Mouse & Keyboards,Genius,"New sisa 1

Number of buttons	6
Resolution (DPI)	800 - 5000
Sensor engine	Optical
Colors	Black
Black / Orange side keys
Frame rate	6500 fps
Acceleration	30 Gs
Velocity	130 IPS
Weight	152 g
Dimensions (W x H x D)	66 x 123 x 39 mm

What's included

M6-600 gaming mouse
Multi-language quick guide
Scorping soft speed gaming mouse pad
",https://id.xiapibuy.com//Gaming-mouse-genius-m6-600-i.6439305.4306618552,
Mouse Genius DX-125,55,,3.90 ,,,0,1,asterixcomputer,https://id.xiapibuy.com/asterixcomputer,"KOTA BANDUNG - SUKAJADI, JAWA BARAT, ID",Mouse & Keyboards,Genius,"Specifications:
Dimension(W x H x D):105 x 65 x 36mm
Body weight:90g
Box:95 x 40 x 155mm

OS Support: Windows 7/Vista/XP or Mac OS X 10.4+
Port: USB cable
Resolution(dpi): 1200 dpi
Cordless: No
Buttons: Three buttons (left, middle button with scroll wheel, right)
Optical Sensor: YES
",https://id.xiapibuy.com//Mouse-Genius-DX-125-i.73950664.2796521412,
MOUSE GENIUS DX-125,52,,3.69 ,,,0,1,acckomputersda,https://id.xiapibuy.com/acckomputersda,"KAB. SIDOARJO - CANDI, JAWA TIMUR, ID",Mouse & Keyboards,Genius,"------------------------------------------------------------------------------------------
* HARGA TERCANTUM MERUPAKAN KETENTUAN ONLINE STORE
------------------------------------------------------------------------------------------
* Informasi mengenai b",https://id.xiapibuy.com//MOUSE-GENIUS-DX-125-i.20657233.7519547432,
Star SellerMouse Genius Wirelles BlueEye NX-7015,,,0.00 ,5,1,2,0,valentinecomputer,https://id.xiapibuy.com/valentinecomputer,"KOTA SURABAYA - SIMOKERTO, JAWA TIMUR, ID",Mouse & Keyboards,Genius,Mouse blue optical yang bisa digunakan pada semua permukaan.,https://id.xiapibuy.com//Mouse-Genius-Wirelles-BlueEye-NX-7015-i.19826704.212453646,
Mouse Genius DX-110 USB DX 110 DX-125 DX125 DX 125,,,0.00 ,5,1,4,0,tomodachishop,https://id.xiapibuy.com/tomodachishop,"KAB. SLEMAN - GODEAN, DI YOGYAKARTA, ID",Mouse & Keyboards,Genius,"Ready seri DX-125 warna hitam..
Grosir harga khusus bisa chat..

features:plug &amp;amp;amp; Play USB optical mouse1000 dpi optical enginecomfortably designed for either handsystem

requirements:Windows 7, 8, 10 or laterMac OS X 10.7.4 or lateravailable USB portpackage

content:DX-110specifications:interface support: USBsupports Windows 7, 8, 10 or latersupports Mac OS X 10.7.4 or laterthree buttons, left / right button, middle button with scroll wheeloptical 

resolution: 1000 dpi
dimension: 105x37x60 mm
cable length: 1.5m
package size:85x130x40 mm

#mouse#mousegenius #mousegeniusdx110#mouseawet#mousemurah #mouseberkualitas #mousebergaransi #grosirmouse #elektronik #aksesoriskomputer #aksesorislaptop #perlengkapankantor #rakitan#pc#cpu#bandung#soloraya #yogyakarta ",https://id.xiapibuy.com//Mouse-Genius-DX-110-USB-DX-110-DX-125-DX125-DX-125-i.40715710.1174872037,
Mouse Mini Genius Micro Traveller Retrac Retracabel USB Tarik Ulur Mikro Traveler,,,0.00 ,,,2,0,tomodachishop,https://id.xiapibuy.com/tomodachishop,"KAB. SLEMAN - GODEAN, DI YOGYAKARTA, ID",Mouse & Keyboards,Genius,"Ready : Black, Red, Silver, White.
Mohon cantumkan pilihan warna & cadangan.
Grosir harga khusus bisa chat.

Genius Micro Traveler Super Mini Retractable Mouse USB Kabel merupakan mouse USB dengan desain mini dan nyaman digunakan bersama dengan notebook atau netbook yang mudah dibawa kemanapun karena dilengkapi kabel USB yang dapat ditarik dan diulur sesuai kebutuhan (retractable) sehingga lebih praktis dan simpel.

Mendukung system operasi : Windows 7, 8, 8.1, 10 or later / Mac OS X 10.7.4 or later USB port

Spesifikasi : 
Konektor : USB.
Sensor engine : Optical
Number of buttons : 3 (left, right, middle button with scroll)
Resolution (DPI) : 1000
Cable length : 0.86 m.
Berat : 49 g	
Dimensions (W x H x D) : 4,5 x 7,4 x 2,8 cm

#mouse#mousegenius#mousegeniusmicrotraveller#mousemini#mouseretrac#mouseretracabel#mousetravelling#travelling#mouseberkualitas#mouseawet#mouselaptop #mousenotebook#kerja#kantor#perlengkapankantor #aksesoriskomputer#aksesorisnotebook#presentasi#meeting",https://id.xiapibuy.com//Mouse-Mini-Genius-Micro-Traveller-Retrac-Retracabel-USB-Tarik-Ulur-Mikro-Traveler-i.40715710.1583326923,
MOUSE WIRELESS GENIUS NX-7010,,,0.00 ,,,0,0,suryakomp,https://id.xiapibuy.com/suryakomp,"KAB. BANTUL - BANGUNTAPAN, DI YOGYAKARTA, ID",Mouse & Keyboards,Genius,"Mouse dengan 1600 dpi BlueEye yang mudah digunakan di mana saja, bahkan pada granit meja, meja kayu, karpet atau sofa.

*Spec :
Konektor : USB.
Frekuensi : 2.4GHz RF.
Sensor : mesin BlueEye.
Resolusi : 800/1200/1600 dpi.
3 tombol : kiri, kanan, tombol tengah dengan scroll.
Battery : AA Alkaline.
System requirements : Windows 7, 8, 10 atau lebih baru.
Dimensi body : 58 x 100 x 39mm.",https://id.xiapibuy.com//MOUSE-WIRELESS-GENIUS-NX-7010-i.37623621.2475021879,
Genius mouse dx110 usb,,,0.00 ,,,0,0,suryakomp,https://id.xiapibuy.com/suryakomp,"KAB. BANTUL - BANGUNTAPAN, DI YOGYAKARTA, ID",Mouse & Keyboards,Genius,"Features:
- plug & Play USB optical mouse
- 1000 dpi optical engine
- comfortably designed for either hand

system requirements:
- Windows 7, 8, 10 or later
- Mac OS X 10.7.4 or later
- available USB port
",https://id.xiapibuy.com//Genius-mouse-dx110-usb-i.37623621.575067852,
Star SellerMouse Wireless Genius | Mouse Komputer | Mouse Genius NX 7005,,,0.00 ,,,0,0,makadata,https://id.xiapibuy.com/makadata,"KOTA SURABAYA - TAMBAKSARI, JAWA TIMUR, ID",Mouse & Keyboards,Genius,"Mouse Genius NX 7005

Warna : White
Isi : 1pcs
Bahan : Plastik
Wireless

Mouse ini mouse yang menggunakan Wireless. Bisa digunakan di Windows XP, Windows Vista and Windows 7, Windows 8, Windows 10, dan diatasnya.",https://id.xiapibuy.com//Mouse-Wireless-Genius-Mouse-Komputer-Mouse-Genius-NX-7005-i.25680152.1997036657,
Star SellerGenius Optical Mouse USB DX125,,,0.00 ,,,0,0,itstoreyes,https://id.xiapibuy.com/itstoreyes,"KOTA YOGYAKARTA - JETIS, DI YOGYAKARTA, ID",Mouse & Keyboards,Genius,"System requirements

Windows 7, 8, 8.1, 10
Mac OS 10.7.4 or later
USB Port
Specifications

Sensor engine	Optical
Cable length	1.5m
Number of buttons	3 (left, right, middle button with scroll)
Colors	Black, White
Weight	85 g
Resolution (DPI)	1000
Dimensions (W x H x D)	105 x 37 x 60 mm
What's included

DX-125",https://id.xiapibuy.com//Genius-Optical-Mouse-USB-DX125-i.115088768.1981694388,
Star SellerMouse Genius DX125,,,0.00 ,,,0,0,infinitytechno,https://id.xiapibuy.com/infinitytechno,"KOTA JAKARTA PUSAT - SAWAH BESAR, DKI JAKARTA, ID",Mouse & Keyboards,Genius,"Mouse Genius DX125 Original Product

Simple to set up and use
* Setup is fast and easy.
* There's no software to install


Full-size comfort, ambidextrous design
* Design to keep either hand. You'll feel comfortable, even after hours of use",https://id.xiapibuy.com//Mouse-Genius-DX125-i.60901488.2017810013,
Mouse Genius NX-7005 WIRELESS,100,,7.09 ,,,0,0,indomediakomputer,https://id.xiapibuy.com/indomediakomputer,"KAB. SLEMAN - MLATI, DI YOGYAKARTA, ID",Mouse & Keyboards,Genius,"System requirements :
Windows 7, 8, 8.1, 10
Mac OS X 10.8 or later
USB Port
One AA battery

Specifications :
RF Frequency : 2.4 GHz
Number of buttons : 3 (left, right, middle button with scroll)
Resolution (DPI) : 800, 1200, 1600
Sensor engine : BlueEye
Colors : Calm black, Elegant white, Ocean blue, Passion red
Dimensions (W x H x D) : 58 x 100 x 39 mm (2.28 x 3.94 x 1.54 inches)

What's included :
NX-7005
USB Pico receiver
AA alkaline battery
Multi-language user manual

NB : Wajib Menginstall Applikasi Smart Genius untuk setting DPI, left/right click nya. ",https://id.xiapibuy.com//Mouse-Genius-NX-7005-WIRELESS-i.41486473.7920692539,
Mouse Genius NX-7015 WIRELESS,,,0.00 ,,,0,0,indomediakomputer,https://id.xiapibuy.com/indomediakomputer,"KAB. SLEMAN - MLATI, DI YOGYAKARTA, ID",Mouse & Keyboards,Genius,"System requirements :
Windows 7, 8, 8.1, 10
Mac OS X 10.8 or later
USB Port
One AA battery

Specifications
RF Frequency : 2.4 GHz
Number of buttons : 3 (left, right, middle button with scroll)
Resolution (DPI) : 800, 1200, 1600
Sensor engine : BlueEye
Colors : Iron grey, gold, silver
Weight : 57 g (includes receiver)
Dimensions (W x H x D) : 58 x 100 x 38.5 mm (2.28 x 3.94 x 1.52 inches)

What's included :
NX-7015
USB Pico receiver
AA alkaline battery
Multi-language user manual",https://id.xiapibuy.com//Mouse-Genius-NX-7015-WIRELESS-i.41486473.6422986465,
Mouse Genius NX-7010 WIRELESS,,,0.00 ,,,0,0,indomediakomputer,https://id.xiapibuy.com/indomediakomputer,"KAB. SLEMAN - MLATI, DI YOGYAKARTA, ID",Mouse & Keyboards,Genius,"System requirements :
Windows 7, 8, 8.1, 10
Mac OS X 10.8 or later
USB Port
One AA battery

Specifications
RF Frequency : 2.4 GHz
Number of buttons : 3 (left, right, middle button with scroll)
Resolution (DPI) : 800, 1200, 1600
Sensor engine : BlueEye
Colors : Blue, Red
Weight : 57 g (includes receiver)
Dimensions (W x H x D) : 58 x 100 x 39 mm (2.28 x 3.94 x 1.54 inches)

What's included
NX-7010
USB Pico receiver
AA alkaline battery
Multi-language user manual

NB : Wajib Menginstall Applikasi Smart Genius untuk setting DPI, left/right click nya. ",https://id.xiapibuy.com//Mouse-Genius-NX-7010-WIRELESS-i.41486473.5820704094,
Mouse Genius DX-110 USB,,,0.00 ,,,0,0,indomediakomputer,https://id.xiapibuy.com/indomediakomputer,"KAB. SLEMAN - MLATI, DI YOGYAKARTA, ID",Mouse & Keyboards,Genius,"System requirements :
Windows 7, 8, 8.1, 10
Mac OS 10.7.4 or later
USB Port

Specifications
Sensor engine : Optical
Cable length : 1.5m
Number of buttons : 3 (left, right, middle button with scroll)
Colors : Calm black
Weight : 85 g
Dimensions (W x H x D) : 60 x 105 x 37 mm (2.36 x 4.13 x 1.46 inches)
Resolution (DPI) : 1000",https://id.xiapibuy.com//Mouse-Genius-DX-110-USB-i.41486473.5120730684,
Mouse USB  Genius 120/MOUSE KABEL GENIUS 120/MOUSE WIRED GENIUS 120,,,0.00 ,4.9,30,195,0,gosendacc123,https://id.xiapibuy.com/gosendacc123,"KOTA JAKARTA BARAT - KALIDERES, DKI JAKARTA, ID",Mouse & Keyboards,Genius,"Jangan lupa selalu membaca Deskripsi penjual sebelum belanja di toko Gosend Acc

1.jam kerja operasional 08:00-18:00
2.Pengiriman setelah melakukan transaksi, jika order di atas jam 18:00 maka barang di kirim besok harinya .
3.resi akan di masukin dengan hari yang sama setelah barang dikirim, jadi mohon bagi pembeli untuk sabar menerima resi dari kami ??
4.sebelum pesanan di kirim sudah kami cek/periksa kembali 
5.jika sudah baca berati anda sudah meyetui 

Mouse Genius Net Scroll 120 ( Warna hitam ) 

Spesifikasi:

- Barang Baru 100%
- Laser optik warna merah
- Resolusi 800 dpi
- Konektifitas USB, wired/kabel
- OS support Windows ME/2003/XP/Vista/7/8, Mac
- Kabel Tebal & Panjang
- Desain praktis dan nyaman di tangan

YUK Buruan di order 
Terimakasih telah belanja di Gosend Acc
",https://id.xiapibuy.com//Mouse-USB-Genius-120-MOUSE-KABEL-GENIUS-120-MOUSE-WIRED-GENIUS-120-i.117835703.1799972307,
Genius Mouse NX-7015 Gold,,,0.00 ,4.8,4,4,0,ayo.belanja,https://id.xiapibuy.com/ayo.belanja,"KOTA JAKARTA UTARA - PADEMANGAN, DKI JAKARTA, ID",Mouse & Keyboards,Genius,"The Genius NX-7015 a better touching and comfort. With the new rubber metallic scroll wheel, it can create more convenience for people to surf web and daily use.

. Stylish slim hairline design with soft touch materials
. Single Pico Receiver to unify Multiple Genius device support which start   
  with NX 7000 series
. Soft Rubber Metallic Scroll Wheel zoom in/ out
. High Performance and with precision of up to 1600 DPI by Smart Genius 
  App adjustment
. Work with Window 10& Mac , also Window 7 , 8",https://id.xiapibuy.com//Genius-Mouse-NX-7015-Gold-i.26009573.314124914,
Genius Mouse NX-7015 Chocolate,,,0.00 ,5,1,1,0,ayo.belanja,https://id.xiapibuy.com/ayo.belanja,"KOTA JAKARTA UTARA - PADEMANGAN, DKI JAKARTA, ID",Mouse & Keyboards,Genius,"The Genius NX-7015 a better touching and comfort. With the new rubber metallic scroll wheel, it can create more convenience for people to surf web and daily use.

. Stylish slim hairline design with soft touch materials
. Single Pico Receiver to unify Multiple Genius device support which start   
  with NX 7000 series
. Soft Rubber Metallic Scroll Wheel zoom in/ out
. High Performance and with precision of up to 1600 DPI by Smart Genius 
  App adjustment
. Work with Window 10& Mac , also Window 7 , 8",https://id.xiapibuy.com//Genius-Mouse-NX-7015-Chocolate-i.26009573.314124912,
Genius Mouse NX-7015 Iron Grey,,,0.00 ,5,1,1,0,ayo.belanja,https://id.xiapibuy.com/ayo.belanja,"KOTA JAKARTA UTARA - PADEMANGAN, DKI JAKARTA, ID",Mouse & Keyboards,Genius,"The Genius NX-7015 a better touching and comfort. With the new rubber metallic scroll wheel, it can create more convenience for people to surf web and daily use.

. Stylish slim hairline design with soft touch materials
. Single Pico Receiver to unify Multiple Genius device support which start   
  with NX 7000 series
. Soft Rubber Metallic Scroll Wheel zoom in/ out
. High Performance and with precision of up to 1600 DPI by Smart Genius 
  App adjustment
. Work with Window 10& Mac , also Window 7 , 8",https://id.xiapibuy.com//Genius-Mouse-NX-7015-Iron-Grey-i.26009573.314124911,
USB Mouse Genius DX125 DX-125,,,0.00 ,,,0,0,ayo.belanja,https://id.xiapibuy.com/ayo.belanja,"KOTA JAKARTA UTARA - PADEMANGAN, DKI JAKARTA, ID",Mouse & Keyboards,Genius,"============================================================
Perhatian.....

Jadwal Toko :
Senin - Jum'at (10.00 - 17.00)
Sabtu, Minggu, & Hari Libur ( Chatting Slow Response )

Pemesanan :
Senin - Jum'at dibawah pukul 15.00 dikirim hari yang sama
Sabtu -",https://id.xiapibuy.com//USB-Mouse-Genius-DX125-DX-125-i.26009573.1368550681,
Genius Mouse DX120 USB Biru,,,0.00 ,,,0,0,ayo.belanja,https://id.xiapibuy.com/ayo.belanja,"KOTA JAKARTA UTARA - PADEMANGAN, DKI JAKARTA, ID",Mouse & Keyboards,Genius,"Mouse keluaran Genius seri values ini dilengkapi dengan sensor optik standar beresolusi 800 DPI. Desain yang sangat nyaman di genggaman tangan kanan maupun tangan kiri Anda. Dilengkapi Auto ""NetScroll"" dan Zooming yang memudahkan bernavigasi di web browser dan dokumen-dokumen Office.

. Sensor engine: Optical 
. Resolution: 1000 DPI 
. Cable length: 1.5m 
. Number of buttons: 3 (left, right, middle button with scroll) 
. Garansi 6 bulan",https://id.xiapibuy.com//Genius-Mouse-DX120-USB-Biru-i.26009573.314124908,
Genius Mouse DX120 USB Merah,,,0.00 ,,,0,0,ayo.belanja,https://id.xiapibuy.com/ayo.belanja,"KOTA JAKARTA UTARA - PADEMANGAN, DKI JAKARTA, ID",Mouse & Keyboards,Genius,"Mouse keluaran Genius seri values ini dilengkapi dengan sensor optik standar beresolusi 800 DPI. Desain yang sangat nyaman di genggaman tangan kanan maupun tangan kiri Anda. Dilengkapi Auto ""NetScroll"" dan Zooming yang memudahkan bernavigasi di web browser dan dokumen-dokumen Office.

. Sensor engine: Optical 
. Resolution: 1000 DPI 
. Cable length: 1.5m 
. Number of buttons: 3 (left, right, middle button with scroll) 
. Garansi 6 bulan",https://id.xiapibuy.com//Genius-Mouse-DX120-USB-Merah-i.26009573.314124904,
Mouse Usb Genius Dx-110,,,0.00 ,,,0,0,alvateha,https://id.xiapibuy.com/alvateha,"KAB. KUDUS - BAE, JAWA TENGAH, ID",Mouse & Keyboards,Genius,"specifications :
- interface support: USB
- supports Windows Â® 7, 8, 10 or later
- supports Mac OS X 10.7.4 or later
- three buttons, left / right button, middle button with scroll wheel
- optical resolution: 1000 dpi
- plug & Play USB optical mouse
- cable length: 1.5m
- comfortably designed for either hand
- system requirements :Windows Â® 7, 8, 10 or later/ Mac OS X 10.7.4 or later
- dimension: 105x37x60 mm
- package size:85x130x40 mm",https://id.xiapibuy.com//Mouse-Usb-Genius-Dx-110-i.18115820.1936510557,
Mouse Genius Micro Traveler V2,,,0.00 ,,,0,0,alnectkomputer,https://id.xiapibuy.com/alnectkomputer,"KAB. SLEMAN - DEPOK, DI YOGYAKARTA, ID",Mouse & Keyboards,Genius,"Deskripsi Mouse Genius Micro Traveler V2
Ukuran super mini notebook dengan kabel ditarik
mudah pasang dan mainkan antarmuka USB
portabilitas yang bagus dan kenyamanan yang lebih baik dibanding notebook touch pad
kontrol presisi canggih dengan mesin optik 1000 dpi
Persyaratan sistem: Windows Vista / XP / 2000
MAC OS X atau yang lebih baru
tersedia USB-port
isi paket: Genius mouse Micro Traveler V2
Resolusi: 1000 dpi mesin optik
dimensi: 74x39x28 mm
Ukuran kotak hadiah: 185x111x70 mm

CATATAN:
* Alnect Care Warranty: 7 Hari
* Standard Warranty: 30 Hari
* Seluruh pelangan wajib tunduk pada syarat dan aturan yang berlaku di ALNECT KOMPUTER
* Teliti sebelum membeli, Pastikan produk yang anda beli sesuai dengan kebutuhan anda.
* Spesifikasi lengkap dapat di cek melalui website resmi masing-masing produk.
* Request warna, ukuran atau model, Wajib dicantumkan pada keterangan saat order. Jika tidak maka kami akan kirim secara random.
* Seluruh produk wajib asuransi, Kerusakan dan kehilangan saat pengirimanan di luar tanggung jawab kami.
* Barang yang sudah di beli tidak dapat di tukar atau dikembalikan.",https://id.xiapibuy.com//Mouse-Genius-Micro-Traveler-V2-i.134664985.5034438948,
