,name,price,Original_price,star,reviews,sold,stock,seller,seller_link,seller_from,category,brand,description,link
78,Keyboard PS2 Ori Bekas,,,,,0,Kuantitastersisa 0 buah,alvateha,https://id.xiapibuy.com/alvateha,"KAB. KUDUS - BAE, JAWA TENGAH, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"**HATI-HATI BARANG PASLU**!!
jangan Tergiur Murahnya Harga kak! :)


**KEREN BUKAN??**
Yuk segera di order
tinggalkan **Ulasan dan Bintang 5**
untuk mendapatkan **Garansi 2 minggu** dari waktu barang datang.
(Ongkir dibebankan ke pelanggan)

tapi, SANTUY aja Kak, karena *barang akan kami cek* sebelum dikirimkan.
Kemasan juga akan sangat kami perhatikan 
Semua untuk Kepuasan Pelanggan.

Masih Kurang tenang?
Jangan khawatir dengan Toko Online yg hanya jual lalu NGILANG!!
kami **Mempunyai Toko Offline** dan *Stok Barang*.
silakan Cek Toko Kami di Maps / FB dan IG.

**TEHA COMP KUDUS**
Depan Kampus IAIN Kudus
Jl. Conge, Ngembalrejo, Bae, Kudus, Jawa Tengah
Senin - Sabtu : 08.00 - 17.00
(Hari Minggu dan Hari Besar Islam LIBUR)


**SELAMAT BERBELANJA KAK!! :)**",https://id.xiapibuy.com//Keyboard-PS2-Ori-Bekas-i.18115820.3920948118
79,Mouse genius dan logitech bekas,12.500,,,,0,Kuantitastersisa 10 buah,aa_jim,https://id.xiapibuy.com/aa_jim,"KAB. BANDUNG - RANCAEKEK, JAWA BARAT, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,Mouse genius dan logitech bekas siap pakai,https://id.xiapibuy.com//Mouse-genius-dan-logitech-bekas-i.15849118.3836271170
80,жq F010 жи Keyboard Genius USB иидqжq,151.000,,,,0,Kuantitastersisa 51 buah,paulachstore,https://id.xiapibuy.com/paulachstore,"KOTA JAKARTA PUSAT - SAWAH BESAR, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"ALL ITEM REAL PICTURE 100 % DIJAMIN !!!!

Keyboard Genius USB 
Keyboard Pc Genius USB 
Keyboard Komputer Genius USB 

Garansi 1bulan

MOHON DI PERHATIKAN (MEMBELI = SETUJU)		
1. Pesanan sudah kami QC baik jumlah maupun kualitas, (kasih note pilihan warna alternatif, jikalau kosong kami akan memberitahukan melalui fitur chat dan kami tunggu respon 1X24 jam, tidak ada respon chat maka warna akan kami ganti dengan warna yg mirip/ random)	
2. Kerusakan/kehilangan paket dlm pengiriman diluar tanggung jawab kami (bisa klaim langsung ke pihak kurir yg di pilih)	
3. Di tunggu order berikutnya ajakin temen dan keluarga ya!
4. Terima kasih.

~~>>>> Kepuasan pelanggan adalah tujuan utama kami <<<<~~
   ~~>>>>>> Terima Kasih Atas Kunjungan Anda <<<<<<~~

",https://id.xiapibuy.com//жq-F010-жи-Keyboard-Genius-USB-иидqжq-i.184638795.3833474560
81,Banyak Dipakai.!>999XY   Mouse Genius USB NetScroll 120 Optical,76.000,,,,0,Kuantitastersisa 37 buah,retiotrendy,https://id.xiapibuy.com/retiotrendy,"KAB. TANGERANG - PAGEDANGAN, BANTEN, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"BUDAYAKAN MEMBACA SEBELUM MELAKUKAN PEMBELIAN

Mouse Genius Usb Netscroll 120 Optical
Selamat datang di toko kami
Mohon membaca deskripsi produk kami dengan teliti, karena kami tidak ingin mengecewakan anda sebagai pelanggan kami.
> Langsung di order aja ya sis :) atau untuk memastikan stok produk silahkan chat CS kami, CS kami dengan senang hati akan membalas chat custumer..
> Produk Ready Stock

Mouse Genius Net Scroll 120 ( Warna hitam )

Spesifikasi:

- Barang Baru 100%
- Laser optik warna merah
- Resolusi 800 dpi
- Konektifitas USB, wired/kabel
- OS support Windows ME/2003/XP/Vista/7/8, Mac
- Kabel Tebal & Panjang
- Desain praktis dan nyaman di tangan

Note : 
KAMI SELALU MELAKUKAN CEK SEBELUM BARANG KAMI KIRIM KEPADA ANDA UNTUK MEMASTIKAN TIDAK ADA CACAT PRODUK DAN SAMPAI DI TANGAN ANDA DALAM KEADAAN BAIK
- Fast respon jam kerja Senin - Jumat pukul 9.00 - 17.00, Sabtu pukul 9.00 - 14.00, Minggu atau hari libur Off
- Mohon mencantumkan warna/gambar/varian pilihan dan cadangannya (jika ada) di kolom pemesanan ya.
 Jika tidak mencantumkan pilihan, maka akan kami kirimkan sesuai stok yang ready!!!
- Pengiriman pada H+1 (malamnya).
- Jika barang yang di pesan kosong dan tidak ada respon selama 1x24 jam maka akan di kirim secara random.
- Periksa kembali NOMOR HP (TELP) & ALAMAT LENGKAP. Guna mempercepat dan memperlancar pengiriman.
- BARANG YANG SUDAH DI BELI TIDAK BISA DI KEMBALIKAN.
- Gudang kita ada di DKI Jakarta, Jawa Timur, Jawa Tengah, Jawa Barat dan lainnya. Jadi pengiriman tidak selalu sesuai alamat toko ini yaaa.. 
- Mohon segera melakukan konfirmasi saat barang sudah diterima dan jangan lupa beri kami bintang 5 ya brow/sist. Penilaian anda sangat berharga bagi kami.

Terima kasih telah belanja Mouse Genius Usb Netscroll 120 Optical di toko kami

> Kunjungi toko kami dan cek barang-barang menarik yang lain
> Terimakasih, Jangan Lupa Follow dan beri bintang 5

Selamat Berbelanja
TERIMAKASIH KAMI TUNGGU ORDERAN SELANJUTNYA",https://id.xiapibuy.com//Banyak-Dipakai.!-999XY-Mouse-Genius-USB-NetScroll-120-Optical-i.184033679.3832020171
82,Mouse Genius DX 125 USB (KODE 3908),102.000,,,,0,Kuantitastersisa 42 buah,mupiscollection,https://id.xiapibuy.com/mupiscollection,"KOTA JAKARTA TIMUR - KRAMAT JATI, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Specifications:
Dimension(W x H x D):105 x 65 x 36mm
Body weight:90g
Box:95 x 40 x 155mm

OS Support: Windows 7/Vista/XP or Mac OS X 10.4+
Port: USB cable
Resolution(dpi): 1200 dpi
Cordless: No
Buttons: Three buttons (left, middle button with scroll wheel, right)
Optical Sensor: YES



NB :
1. Penting untuk memahami untuk pembeli memahami dang mengerti JUDUL dan DESKRIPSI produk terlebih dahulu sebelum klik beli.
2. Bila ada yang kurang di mengerti pembeli bisa hubungi CS kami
3. Untuk kurir di toko kami kahanya memakai JNE saja. 
4. Untuk pengiriman menggunakan jasa kirim selain JNE, semisal ingin memakai gosend, go jek dll. pembeli bisa tanyakan ke CS kami, kami akan siap membatu yang terbaik untuk pengiriman barang pesanan pembeli sesuai keinginan pembeli.
5. Barang sebelum dikirim sudah kami pastikan barang baru,berfungsi sesuai kegunaan dan tidak ada cacat apapun.
6. Apabila ada kerusakan barang akibat pengiriman itu bukan tanggung jawab kami karena bila barang sudah ada di pengiriman kami sudah tidak bisa memantau lagi. tetapi kami akan mengusahakan pengiriman aman sampai di tangan pembeli.
7. Setelah KLIK BELI kami anggap pembeli sudah memahami dan mengerti apa yang sudah kami jelaskan di atas, KLIK BELI = SETUJU, NO COMPLAIN NO RETUR

~~~~~~>>>> Kepuasan pelanggan adalah tujuan utama kami <<<<~~~~~~
   ~~~~~~~>>>>>> Terima Kasih Atas Kunjungan Anda <<<<<<~~~~~",https://id.xiapibuy.com//Mouse-Genius-DX-125-USB-(KODE-3908)-i.124646749.3822938896
83,⁑JE9 Mouse Genius DX 125 USB ✵ J →,123.000,,,,0,Kuantitastersisa 197 buah,raindtrendy,https://id.xiapibuy.com/raindtrendy,"KOTA JAKARTA TIMUR - MATRAMAN, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"★★★
J Mouse Genius Dx 125 Usb Specifications:
Dimension(W x H x D):105 x 65 x 36mm
Body weight:90g
Box:95 x 40 x 155mm

OS Support: Windows 7/Vista/XP or Mac OS X 10.4+
Port: USB cable
Resolution(dpi): 1200 dpi
Cordless: No
Buttons: Three buttons (left, middle button with scroll wheel, right)
Optical Sensor: YES
Sebelum Order, Mohon untuk membaca dulu ya, karena kami tidak ingin mengecewakan costumer kami. bisa langsung diorder agar segera kami kirim.
",https://id.xiapibuy.com//⁑JE9-Mouse-Genius-DX-125-USB-✵-J-→-i.185325170.3820543790
84,KEYBOARD NUMERIC GENIUS I20,95.000,,,,0,Kuantitastersisa 10 buah,vidaview_store,https://id.xiapibuy.com/vidaview_store,"KOTA MAKASSAR - BONTOALA, SULAWESI SELATAN, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,cek stock dulu ya sebelum order,https://id.xiapibuy.com//KEYBOARD-NUMERIC-GENIUS-I20-i.214053397.3819968651
85,Mouse Genius Net Scroll 120 Hitam (Promo Jogja),28.000,,,,0,Kuantitastersisa 1 buah,rinaclive,https://id.xiapibuy.com/rinaclive,"KAB. SLEMAN - DEPOK, DI YOGYAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Mouse Genius Net Scroll 120 ( Warna hitam )
Spesifikasi:

- Barang Baru 100%
- Laser optik warna merah
- Resolusi 800 dpi
- Konektifitas USB, wired/kabel
- OS support Windows ME/2003/XP/Vista/7/8, Mac
- Kabel Tebal & Panjang
- Desain praktis dan nyaman di tangan

Chat dulu utk memastikan stok ya kak
Jangan kuatir, sebelum dikirim produk selalu ditest dulu, kecuali yang packing braket pabrik ya kak ..sesuai request pembeli.
Packing selalu aman.

#mouseusb
#mousegeniusmurah
#mouseori
#mousebagus
#mousejogja
#mousekabel",https://id.xiapibuy.com//Mouse-Genius-Net-Scroll-120-Hitam-(Promo-Jogja)-i.47185270.3732428802
86,Star SellerMouse Genius DX-125,61.800,,,,0,Kuantitastersisa 50 buah,reaganfaira,https://id.xiapibuy.com/reaganfaira,"KOTA YOGYAKARTA - KRATON, DI YOGYAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"System requirements

Windows 7, 8, 8.1, 10
Mac OS 10.7.4 or later
USB Port
Specifications

Sensor engine	Optical
Cable length	1.5m
Number of buttons	3 (left, right, middle button with scroll)
Colors	Black, White
Weight	85 g
Resolution (DPI)	1000
Dimensions (W x H x D)	105 x 37 x 60 mm",https://id.xiapibuy.com//Mouse-Genius-DX-125-i.9970607.3732221442
87,[KODE TH5] Mouse Genius DX-120,253.000,,,,0,Kuantitastersisa 91 buah,tinaabshiimurah,https://id.xiapibuy.com/tinaabshiimurah,"KOTA JAKARTA BARAT - KEBON JERUK, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"WELCOME

Tunggu apa lagi,, Barang Kita READY STOCK, bisa langsung di order.. atau silahkan chat Kita untuk memastikan warna / ukuran / variasi yang di inginkan.


Mouse Genius DX-120 dengan kabel USB terbaik


anyway untuk cek Barang Yang lain silahkan kunjungi etalase kami ya guys..
Selamat Berbelanja..!!! Cheers.!!! :)

*Pembayaran sebelum jam 5 sore dikirim dihari yg sama,
Setelah jam 5 sore dikirim esok harinya 😉
tanggal merah tidak ada pengiriman barang ya kak 😍",https://id.xiapibuy.com//-KODE-TH5-Mouse-Genius-DX-120-i.188269858.3731241881
88,N>E>W~  Mouse USB  Genius 120/MOUSE KABEL GENIUS 120/MOUSE WIRED GENIUS 120 !!,55.000,,,,0,Kuantitastersisa 62 buah,fathonahrcollect,https://id.xiapibuy.com/fathonahrcollect,"KOTA JAKARTA SELATAN - TEBET, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"*+ BIASAKAN MEMBACA SEBELUM MEMBELI +*


2.Pengiriman setelah melakukan transaksi, jika order di atas jam 18:00 maka barang di kirim besok harinya .
3.resi akan di masukin dengan hari yang sama setelah barang dikirim, jadi mohon bagi pembeli untuk sabar menerima resi dari kami 🙏
4.sebelum pesanan di kirim sudah kami cek/periksa kembali 
5.jika sudah baca berati anda sudah meyetui 

Mouse Genius Net Scroll 120 ( Warna hitam ) 

Spesifikasi:

- Barang Baru 100%
- Laser optik warna merah
- Resolusi 800 dpi
- Konektifitas USB, wired/kabel
- OS support Windows ME/2003/XP/Vista/7/8, Mac
- Kabel Tebal & Panjang
- Desain praktis dan nyaman di tangan

YUK Buruan di order 
Terimakasih telah belanja di Gosend Acc


=> Harga Produk PAS, Kualitas JELAS, Pelanggan PUAS ( Itu Adalah Harapan Dari Kami )


""""""""""""Kepuasan pelanggan adalah tujuan utama kami""""""""""",https://id.xiapibuy.com//N-E-W~-Mouse-USB-Genius-120-MOUSE-KABEL-GENIUS-120-MOUSE-WIRED-GENIUS-120-!!-i.178628040.3715098535
89,mouse usb genius 110,50.000,,,,0,Kuantitastersisa 20 buah,alkatrazz,https://id.xiapibuy.com/alkatrazz,"KOTA SURAKARTA (SOLO) - LAWEYAN, JAWA TENGAH, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"mouse usb genius 110

garansi 1 minggu repleace",https://id.xiapibuy.com//mouse-usb-genius-110-i.257417000.3634100755
90,Star SellerMouse Genius Nx7000 Wireless Mouse,112.000,,,,0,Kuantitastersisa 50 buah,r1sno27,https://id.xiapibuy.com/r1sno27,"KAB. TANGERANG - SEPATAN, BANTEN, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Genius Mouse NX7000 Wireless Mouse

Spesifikasi
Konektivitas
2.4G Wireless
Lain-lain
Number of buttons : 3 (left, right, middle button with scroll)
Resolution (DPI) : 1000
Sensor engine :	BlueEye

Garansi Resmi 1th",https://id.xiapibuy.com//Mouse-Genius-Nx7000-Wireless-Mouse-i.3324948.3630343542
91,￣ BII Keyboard Genius USB ✭,139.000,,,,0,Kuantitastersisa 139 buah,asmunuindo,https://id.xiapibuy.com/asmunuindo,"KOTA JAKARTA BARAT - KEBON JERUK, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"★★★★★
 Keyboard Genius Usb Keyboard Genius USB 
Keyboard Pc Genius USB 
Keyboard Komputer Genius USB 

Barang Kami READY STOCK, bisa langsung order.atau silahkan chat Kami untuk memastikan variasi yang di inginkan.
",https://id.xiapibuy.com//￣-BII-Keyboard-Genius-USB-✭-i.199784465.3627083077
92,[V98] GENIUS DX-120 Wired Optical Mouse USB With 1000 DPI (ORIGINAL),150.000 - 168.000,,,,0,Kuantitastersisa 458 buah,maniyuliseller,https://id.xiapibuy.com/maniyuliseller,"KOTA JAKARTA TIMUR - PULO GADUNG, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Selamat Belanja

Tunggu apa lagi,, Barang Kami READY STOCK, bisa langsung di order.. atau silahkan chat Kami untuk memastikan warna / ukuran / variasi yang di inginkan.


Barang yang kami jual 100% Original dan Bergaransi


- Color: Black | White| Blue | Red | Green

DX-120
MICE, WIRELESS
A new identity with a smooth touch of metallic design for a visual experience.

- Plug-n-play with USB port
- Works with Windows 10 & Mac

ADDITIONAL INFORMATION
- Number of buttons 3 (left, right, middle button with scroll)
- Cable length 1.5m 
- Weight 85g
- Dimensions: 10.5 x 3.7x 6 cm
- Dimensions (W x H x D) 60 x 105 x 37 mm (2.36 x 4.13 x 1.46 inches)
- Warranty One Year

packagecontent:
- DX 120 USB
- Quick guide



anyway untuk cek Barang Yang lain silahkan kunjungi etalase kami ya guys..
Terimakasih ...!!! Cheers.!!! :)

*Pembayaran sebelum jam 5 sore dikirim dihari yg sama,
Setelah jam 5 sore dikirim esok harinya 😉
tanggal merah tidak ada pengiriman barang ya kak 😍",https://id.xiapibuy.com//-V98-GENIUS-DX-120-Wired-Optical-Mouse-USB-With-1000-DPI-(ORIGINAL)-i.164010429.3620266145
93,LW GENIUS NX-7015/NX7015 Wireless Optical Mouse ORIGINAL & GARANSI RESMI ↑ ✺☁,148.000 - 150.000,,,,0,Kuantitastersisa 260 buah,nardiyujaya,https://id.xiapibuy.com/nardiyujaya,"KOTA JAKARTA PUSAT - MENTENG, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"★★★★
 Genius Nx-7015/Nx7015 Wireless Optical Mouse Original & Garansi Resmi 
Speksifikasi :
Rosy-Brown (9104) - Coklat (Photo ke 2 di Galeri)
Chocolate (9102) - Hitam (Photo ke 3 di Galeri)
Iron Grey (9100) - Biru Grey (Photo ke 4 di Galeri)
Gold (9103) - Gold (Photo ke 5 di Galeri)
* Material ABS material
* Reliable 2.4G wireless connection up to 10 meters.
* 9 Months Battery Life(With Genius latest energy saving technology and power switch, you can use your mouse without power interruption for up to 9 months.)
* Connection Type USB 2.0
* 10 meter wireless transmission
* Tracking Method Optical
* Resolution 1000 dpi DPI high-definition invisible tracking engine.
* Supports System Windows XP / Vista / Windows 7 / Windows 8 / Mac OS X 10.4 or higher

Yang anda dapat dari pembelian ini :
1 x Wireless mouse
1 x Nano receiver
1 x AA battery
- Kerusakan barang bukan disebabkan oleh kesalahan penggunaan.

  nx7015   murah          
NB : Mohon untuk konfirmasikan atau menambahkan ulasan jika barang sudah sampai ditangan pelanggan. Terima kasih!
#aksesorislaptop #mousegenius #notebook #geniusnx7015 #aksesoriskomputer #genius #aksesoris #gadogadoit #gratisongkir",https://id.xiapibuy.com//LW-GENIUS-NX-7015-NX7015-Wireless-Optical-Mouse-ORIGINAL-GARANSI-RESMI-↑-✺☁-i.162689976.3617858986
94,MOUSE WIRELESS GENIUS NX7015,120.000,,,,0,Kuantitastersisa 10 buah,vidaview_store,https://id.xiapibuy.com/vidaview_store,"KOTA MAKASSAR - BONTOALA, SULAWESI SELATAN, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,cek stock dulu ya sebelum order,https://id.xiapibuy.com//MOUSE-WIRELESS-GENIUS-NX7015-i.214053397.3617593144
95,NB493 Genius Keyboard KB110X PS2 Original,127.000,,,,0,Kuantitastersisa 44 buah,crv_collection,https://id.xiapibuy.com/crv_collection,"KOTA JAKARTA TIMUR - MAKASAR, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"Catatan:                        
100% original, garansi uang kembali jika tidak ori.                        
Untuk pembelian quantity ( > 1 unit) , mohon tanyakan kpd kami dulu sebelum transaksi.

Struktur keycap low-profile memberikan sentuhan yang sangat baik dan fungsi tahan air mencegah terhadap tumpahan minuman disengaja.

*Spec :
Konektor : PS2.
Tombol : Standar 105 tombol.
Keycaps: Low Profile, tanpa suara.
Huruf keycaps : Laser Printing, anti luntur.
System requirements : Windows 8/7/Vista/XP.
Dimensi keyboard : 456x162x255 mm.
Dimensi box : 470x185x30 mm.
Berat Keyboard : 540 g.

Garansi: 1 tahun.

",https://id.xiapibuy.com//NB493-Genius-Keyboard-KB110X-PS2-Original-i.217321344.3616063145
96,NB492 Genius Keyboard + Mouse C130 Slimstar USB Original,231.000,,,,0,Kuantitastersisa 43 buah,crv_collection,https://id.xiapibuy.com/crv_collection,"KOTA JAKARTA TIMUR - MAKASAR, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"Catatan:                        
100% original, garansi uang kembali jika tidak ori.                        
Untuk pembelian quantity ( > 1 unit) , mohon tanyakan kpd kami dulu sebelum transaksi.

Struktur keycap yang tidak bersuara dengan mouse yang nyaman di tangan.

Paket :
- Keyboard : Slimstar 130.
- Mouse : DX-120.

*Spec :
System requirements : Windows 7/8/8.1/10 atau yang terbaru.
Konektor : USB.
Ketebalan keyboard : 25 mm.
Desain Keycaps Keyboard: Chocolate.
Keyboard Fungsi Tombol : Layar Start Windows.
Mouse sensor : Optical.
3 tombol mouse :  kiri, kanan, tombol tengah dengan scroll.
Panjang kabel keyboard : 1.5m. 
Panjang kabel mouse : 1.5m.
Dimensi Keyboard: 439 x 142 x 25 mm.
Dimensi Mouse : 59,5 x 105 x 36,5 mm.
Berat keyboard : 560g.
Berat mouse : 82g.

Garansi : 1 tahun

",https://id.xiapibuy.com//NB492-Genius-Keyboard-Mouse-C130-Slimstar-USB-Original-i.217321344.3616063136
97,Keyboard game genius,119.000,,,,0,Kuantitastersisa 1 buah,cecepsopian,https://id.xiapibuy.com/cecepsopian,"KOTA BANDUNG - PANYILEUKAN, JAWA BARAT, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"Keyboard keren, asik buat nge game",https://id.xiapibuy.com//Keyboard-game-genius-i.19458068.3600865874
98,Star SellerKeyboard Genius KB-06XE PS2 Wired Slender Desktop Keyboard - Putih,85.000,,,,0,Kuantitastersisa 5 buah,almazkomputer,https://id.xiapibuy.com/almazkomputer,"KAB. SLEMAN - MLATI, DI YOGYAKARTA, ID",ShopeeKomputer & AksesorisMouse & KeyboardsKeyboard,,"Keyboard Genius KB-06XE PS2 Wired Slender Desktop Keyboard - Putih

Keyboard genius cocok digunakan untuk komputer desktop dengan colokan ps2 untuk motherboard seri lama

Kode Barang : KB GEN PS2

* Mohon untuk selalu tanyakan stok terlebih dahulu sebelum membeli untuk mengindari pembatalan pesanan 
* Untuk Produk yang memiliki pilihan warna, mohon sertakan pilihan warna utama dan cadangannya. Apabila kedua warna tersebut tidak ada di stok kami, maka akan kami kirim warna secara random 
* Untuk keamanan barang diharapkan menambahkan tambahan packing seperti packing kayu, kardus, ataupun bubble wrap. Jika tidak, akan kami packing seadanya. Apabila ada kerusakan dalam pengiriman, sudah bukan tanggung jawab kami.",https://id.xiapibuy.com//Keyboard-Genius-KB-06XE-PS2-Wired-Slender-Desktop-Keyboard-Putih-i.215880186.3519536786
99,Mouse Genius Wireless  NX-7000 BlueEye,116.000,,,,0,Kuantitastersisa 5 buah,suyitno888999,https://id.xiapibuy.com/suyitno888999,"KAB. BOYOLALI - NGEMPLAK, JAWA TENGAH, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"
Genius NX-7000 BlueEye Optical Wireless Mouse

Ready Warna :  , Putih, biru

- 2.4GHz wireless
- BlueEye technology
- Support Windows 7/8/10 or later, Mac OS X or Later

Packet Content
- NX-7000
- USB pco receiver
- AA alka battery
- Quick guide

Garansi : 1 Bulan replace
**Klaim Garansi mohon Dengan Nota dan Box


SKU : 3131/1083141042991710208/55",https://id.xiapibuy.com//Mouse-Genius-Wireless-NX-7000-BlueEye-i.145765861.3518914464
100,Mouse Genius NX 7000 wireless,115.000,,5.0,1,1,Kuantitastersisa 11 buah,sahabatkitacomp,https://id.xiapibuy.com/sahabatkitacomp,"KOTA JAKARTA PUSAT - SAWAH BESAR, DKI JAKARTA, ID",ShopeeKomputer & AksesorisMouse & Keyboards,,"Wireless Mouse Optical GENIUS NX-7000 ini di design benar-benar mengikuti fashion trend sekarang dibalut dengan warna-warna yg cerah yg semakin membuat mouse wireless GENIUS ini makin memanjakan mata anda, tentu bukan hanya warna-warna cerah saja yg di tonjolkan, akan tetapi mouse ini mempunyai tingkat akurasi cursor nya sangat tinggi sehingga pas anda menggunakan mouse GENIUS NX-7000 ini sangat smooth gerakan-gerakan cursor nya. dan satu lagi di alas Mouse GENIUS ini di sediakan slot kosong untuk menaruh Nano Receiver, jadi anda tidak takut kehilangan Nano Receiver.

Design Nyaman, bisa digunakan dengan tangan kanan maupun tangan kiri (kidal).

Untuk kesediaan warna harap chat dulu sebelum order, apabila tanpa menyertakan warna kita anggap warna bebas.

",https://id.xiapibuy.com//Mouse-Genius-NX-7000-wireless-i.97752967.3516083956
